,Header,Summary,Detail,Link,Category,CreationDate,Pic_url
0,Yorkshire welcomes their new skipper Shan Masood,"Ottis Gibson, head coach of Yorkshire, named Shan Masood as the county's captain, last year",,https://tribune.com.pk/story/2415995/yorkshire-welcomes-their-new-skipper-shan-masood,sports,2023-05-10,
1,Sam Billings discloses he had skin cancer,Billings underwent two operations last year to remove a malignant melanoma on his chest,,https://tribune.com.pk/story/2415969/sam-billings-discloses-he-had-skin-cancer,sports,2023-05-10,
